n_gates,max_dbz,area30,area40,top30_km,cen_lat,cen_lon,radar,hour,key
55878,73.5,1840.0,483.0,6.696,33.309137755495094,-115.08977352719363,KYUX,15.548055555555555,2021/09/18/KYUX/KYUX20210918_153253_V06
53464,72.5,1921.0,536.0,6.409,33.35045313243003,-115.01395817200653,KYUX,15.621111111111112,2021/09/18/KYUX/KYUX20210918_153716_V06
47150,72.5,1991.0,538.0,6.903,33.37440523453905,-114.92317345871967,KYUX,15.694444444444445,2021/09/18/KYUX/KYUX20210918_154140_V06
39298,65.5,1908.0,411.0,6.397,33.38175560204473,-114.86496195222081,KYUX,15.767777777777779,2021/09/18/KYUX/KYUX20210918_154604_V06
39250,71.0,1875.0,516.0,7.8,33.38751177789239,-114.9208968058064,KYUX,15.84,2021/09/18/KYUX/KYUX20210918_155024_V06
38138,70.0,2018.0,560.0,6.413,33.42600690725162,-114.85925167934619,KYUX,15.912222222222223,2021/09/18/KYUX/KYUX20210918_155444_V06
34923,65.5,1999.0,595.0,6.717,33.47080532543562,-114.83533729846219,KYUX,15.984444444444444,2021/09/18/KYUX/KYUX20210918_155904_V06
32928,76.5,1557.0,420.0,6.798,33.45195745544814,-114.82431835861384,KYUX,16.05666666666667,2021/09/18/KYUX/KYUX20210918_160324_V06
31188,63.0,1263.0,211.0,6.765,33.46944662514772,-114.76322256698441,KYUX,16.128888888888888,2021/09/18/KYUX/KYUX20210918_160744_V06
28189,65.0,1115.0,216.0,6.233,33.37971191292534,-114.8936692745951,KYUX,16.20111111111111,2021/09/18/KYUX/KYUX20210918_161204_V06
25661,58.0,771.0,129.0,6.452,33.32157790546219,-114.7157721227193,KYUX,16.273055555555555,2021/09/18/KYUX/KYUX20210918_161623_V06
23750,70.5,647.0,91.0,6.672,33.26515421005931,-114.623724039009,KYUX,16.345277777777778,2021/09/18/KYUX/KYUX20210918_162043_V06
22575,52.5,711.0,113.0,6.892,33.34918670673393,-114.39453656558393,KYUX,16.4175,2021/09/18/KYUX/KYUX20210918_162503_V06
22131,54.5,705.0,116.0,5.992,33.290462912019514,-114.47766238442698,KYUX,16.489722222222223,2021/09/18/KYUX/KYUX20210918_162923_V06
20890,53.0,626.0,112.0,6.042,33.22282795471446,-114.50002647075766,KYUX,16.561944444444446,2021/09/18/KYUX/KYUX20210918_163343_V06
19668,49.0,659.0,70.0,6.112,33.227099386984534,-114.45088544271808,KYUX,16.634166666666665,2021/09/18/KYUX/KYUX20210918_163803_V06
19314,50.0,737.0,94.0,6.258,33.28888117103177,-114.4919461557942,KYUX,16.70611111111111,2021/09/18/KYUX/KYUX20210918_164222_V06
19153,52.0,1039.0,153.0,6.698,33.35747197025454,-114.33710418920843,KYUX,16.778333333333332,2021/09/18/KYUX/KYUX20210918_164642_V06
18967,58.5,1346.0,129.0,6.915,33.41598860542351,-114.20263552731916,KYUX,16.850555555555555,2021/09/18/KYUX/KYUX20210918_165102_V06
19701,49.0,1510.0,188.0,7.075,33.46316402083049,-114.16479050376287,KYUX,16.922777777777778,2021/09/18/KYUX/KYUX20210918_165522_V06
18601,54.0,1415.0,242.0,5.933,33.50816677436784,-114.16423075463234,KYUX,16.995,2021/09/18/KYUX/KYUX20210918_165942_V06
18997,51.0,1536.0,259.0,6.079,33.57094606405338,-114.14780161209593,KYUX,17.066944444444445,2021/09/18/KYUX/KYUX20210918_170401_V06
18731,62.5,1710.0,316.0,6.239,33.60571754827627,-114.17377634591216,KYUX,17.139166666666664,2021/09/18/KYUX/KYUX20210918_170821_V06
19063,51.0,1887.0,222.0,5.301,33.655691521812386,-114.11769550448135,KYUX,17.211388888888887,2021/09/18/KYUX/KYUX20210918_171241_V06
20629,49.5,1958.0,262.0,6.156,33.66532504630464,-114.1286035307318,KYUX,17.283333333333335,2021/09/18/KYUX/KYUX20210918_171700_V06
19994,49.0,1782.0,178.0,7.089,33.676287548505,-114.13126621066858,KYUX,17.359444444444446,2021/09/18/KYUX/KYUX20210918_172134_V06
19906,49.5,1811.0,128.0,5.715,33.708995468460515,-114.09930279445344,KYUX,17.43138888888889,2021/09/18/KYUX/KYUX20210918_172553_V06
20774,51.0,1893.0,88.0,5.934,33.716745868075435,-114.09168375446238,KYUX,17.503611111111113,2021/09/18/KYUX/KYUX20210918_173013_V06
21726,46.5,2039.0,40.0,6.146,33.76106622258867,-114.05829753538147,KYUX,17.575833333333332,2021/09/18/KYUX/KYUX20210918_173433_V06
22666,49.0,2227.0,183.0,6.357,33.79113315985293,-114.06495606325618,KYUX,17.648333333333333,2021/09/18/KYUX/KYUX20210918_173854_V06
23306,50.5,2119.0,181.0,6.567,33.83281574659428,-114.04114410304574,KYUX,17.720555555555553,2021/09/18/KYUX/KYUX20210918_174314_V06
23922,53.5,1800.0,187.0,6.798,33.85130293036229,-114.02296660840581,KYUX,17.7925,2021/09/18/KYUX/KYUX20210918_174733_V06
22656,53.5,1668.0,221.0,7.031,33.86837773763382,-114.02952026403511,KYUX,17.864722222222223,2021/09/18/KYUX/KYUX20210918_175153_V06
22098,55.0,1569.0,216.0,7.172,33.89968719648951,-114.03147298039217,KYUX,17.936944444444446,2021/09/18/KYUX/KYUX20210918_175613_V06
20789,52.0,1571.0,172.0,7.422,33.89025007698462,-114.059266158314,KYUX,18.009166666666665,2021/09/18/KYUX/KYUX20210918_180033_V06
20924,49.5,1130.0,83.0,7.3,33.828312895188326,-114.16404160092944,KYUX,18.08138888888889,2021/09/18/KYUX/KYUX20210918_180453_V06
19645,43.5,819.0,21.0,5.961,33.69616927847772,-114.20221153751706,KYUX,18.15111111111111,2021/09/18/KYUX/KYUX20210918_180904_V06
40963,61.0,982.0,66.0,5.992,33.27188532328246,-114.33201789106178,KYUX,18.22111111111111,2021/09/18/KYUX/KYUX20210918_181316_V06
39387,62.5,607.0,41.0,5.607,32.91701380958164,-114.48753994527917,KYUX,18.301944444444445,2021/09/18/KYUX/KYUX20210918_181807_V06
28862,46.5,401.0,29.0,5.72,32.71715439267402,-114.4925577950188,KYUX,18.3825,2021/09/18/KYUX/KYUX20210918_182257_V06
27219,44.0,377.0,20.0,5.512,32.88404049146537,-114.46782695915516,KYUX,18.459166666666665,2021/09/18/KYUX/KYUX20210918_182733_V06
28168,45.5,459.0,25.0,5.61,33.0825255230111,-114.42989341169188,KYUX,18.535833333333336,2021/09/18/KYUX/KYUX20210918_183209_V06
28441,48.5,484.0,23.0,7.633,33.16882781430289,-114.51627919159186,KYUX,18.610555555555557,2021/09/18/KYUX/KYUX20210918_183638_V06
28439,43.0,453.0,16.0,6.881,33.08583407773293,-114.46552794348354,KYUX,18.685555555555556,2021/09/18/KYUX/KYUX20210918_184108_V06
29192,53.0,397.0,17.0,5.203,32.80431046527362,-114.56845677559156,KYUX,18.76222222222222,2021/09/18/KYUX/KYUX20210918_184544_V06
19312,48.0,245.0,17.0,4.909,32.797363814224155,-114.67394260468545,KYUX,18.83722222222222,2021/09/18/KYUX/KYUX20210918_185014_V06
18520,52.0,258.0,6.0,5.505,32.86168969417785,-114.55149910745796,KYUX,18.90833333333333,2021/09/18/KYUX/KYUX20210918_185430_V06
17227,39.5,292.0,0.0,5.099,32.91702770803632,-114.50243921653878,KYUX,18.979444444444443,2021/09/18/KYUX/KYUX20210918_185846_V06
16369,48.5,325.0,15.0,4.978,32.95065190267046,-114.59838180645622,KYUX,19.052777777777777,2021/09/18/KYUX/KYUX20210918_190310_V06
12047,42.5,312.0,14.0,5.265,32.99897023479807,-114.45874826936645,KYUX,19.125833333333333,2021/09/18/KYUX/KYUX20210918_190733_V06
11618,45.0,285.0,17.0,5.465,33.00397331015284,-114.50057999216529,KYUX,19.195555555555554,2021/09/18/KYUX/KYUX20210918_191144_V06
11077,46.0,247.0,8.0,5.153,33.049089867302875,-114.48735752976994,KYUX,19.26527777777778,2021/09/18/KYUX/KYUX20210918_191555_V06
10783,43.0,208.0,5.0,5.709,33.085981679871075,-114.52960672827074,KYUX,19.334999999999997,2021/09/18/KYUX/KYUX20210918_192006_V06
10284,41.5,164.0,2.0,5.504,33.13111869086749,-114.39929816701061,KYUX,19.404999999999998,2021/09/18/KYUX/KYUX20210918_192418_V06
10303,39.0,108.0,0.0,4.985,33.15960072642574,-114.39621988671907,KYUX,19.47722222222222,2021/09/18/KYUX/KYUX20210918_192838_V06
10172,42.0,145.0,4.0,5.098,33.19037256355398,-114.48012703304495,KYUX,19.549722222222226,2021/09/18/KYUX/KYUX20210918_193259_V06
10603,40.0,93.0,2.0,5.829,33.226519362940216,-114.43007655366429,KYUX,19.621944444444445,2021/09/18/KYUX/KYUX20210918_193719_V06
11763,42.5,96.0,2.0,4.964,33.2775321492895,-114.453106795123,KYUX,19.694166666666668,2021/09/18/KYUX/KYUX20210918_194139_V06
12333,39.5,166.0,0.0,5.829,33.18065614996526,-114.4268689132193,KYUX,19.76638888888889,2021/09/18/KYUX/KYUX20210918_194559_V06
13357,40.5,240.0,2.0,4.856,33.20680597968296,-114.4596142438843,KYUX,19.83888888888889,2021/09/18/KYUX/KYUX20210918_195020_V06
13309,41.0,229.0,6.0,5.539,33.09227707610635,-114.53772987069705,KYUX,19.91111111111111,2021/09/18/KYUX/KYUX20210918_195440_V06
14035,42.5,266.0,5.0,4.504,33.213802260140255,-114.59053118858974,KYUX,19.980833333333333,2021/09/18/KYUX/KYUX20210918_195851_V06
14209,41.0,182.0,1.0,4.821,33.265813554037734,-114.52315845257225,KYUX,20.048333333333336,2021/09/18/KYUX/KYUX20210918_200254_V06
14605,43.5,112.0,7.0,5.698,33.14059871369931,-114.68025509870631,KYUX,20.118055555555557,2021/09/18/KYUX/KYUX20210918_200705_V06
12835,46.0,50.0,4.0,4.422,33.07300616007653,-114.54796512522664,KYUX,20.18777777777778,2021/09/18/KYUX/KYUX20210918_201116_V06
11986,37.0,30.0,0.0,4.885,32.928385430319274,-115.34659700398537,KYUX,20.252222222222223,2021/09/18/KYUX/KYUX20210918_201508_V06
12059,37.5,34.0,0.0,4.336,32.892816076124554,-115.10336657221676,KYUX,20.316111111111113,2021/09/18/KYUX/KYUX20210918_201858_V06
12554,52.0,18.0,3.0,4.588,32.92694441005247,-115.3315167226852,KYUX,20.38222222222222,2021/09/18/KYUX/KYUX20210918_202256_V06
11536,39.5,34.0,0.0,4.748,32.90472853177127,-115.40044602142126,KYUX,20.452222222222222,2021/09/18/KYUX/KYUX20210918_202708_V06
10191,36.5,31.0,0.0,4.56,33.078296187209745,-114.39066974132753,KYUX,20.521944444444443,2021/09/18/KYUX/KYUX20210918_203119_V06
9718,36.5,42.0,0.0,5.655,33.07341181658574,-114.62458541064238,KYUX,20.585833333333333,2021/09/18/KYUX/KYUX20210918_203509_V06
9352,37.5,51.0,0.0,4.147,33.05501619898244,-114.82178960488214,KYUX,20.655277777777776,2021/09/18/KYUX/KYUX20210918_203919_V06
9496,36.5,36.0,0.0,4.415,33.16240848872963,-114.2864176155843,KYUX,20.724999999999998,2021/09/18/KYUX/KYUX20210918_204330_V06
8236,37.5,53.0,0.0,4.47,33.120058215123585,-114.43323296890095,KYUX,20.794444444444448,2021/09/18/KYUX/KYUX20210918_204740_V06
8644,38.5,44.0,0.0,4.605,33.082956347414445,-114.54041702067252,KYUX,20.860277777777778,2021/09/18/KYUX/KYUX20210918_205137_V06
7189,42.0,50.0,2.0,4.858,33.22268535784065,-114.3495534096994,KYUX,20.928055555555556,2021/09/18/KYUX/KYUX20210918_205541_V06
7739,38.0,56.0,0.0,4.926,33.261210868163204,-114.36863978400467,KYUX,20.99388888888889,2021/09/18/KYUX/KYUX20210918_205938_V06
7809,44.5,116.0,9.0,5.065,33.341473476184945,-114.03265946995916,KYUX,21.063055555555557,2021/09/18/KYUX/KYUX20210918_210347_V06
8088,44.5,149.0,10.0,5.317,33.38838595809566,-113.931732833401,KYUX,21.13277777777778,2021/09/18/KYUX/KYUX20210918_210758_V06
8696,40.5,107.0,1.0,4.254,33.36560491669252,-114.10076475078054,KYUX,21.202222222222222,2021/09/18/KYUX/KYUX20210918_211208_V06
8341,39.5,48.0,0.0,4.371,33.14394236112494,-115.00160474776862,KYUX,21.271944444444443,2021/09/18/KYUX/KYUX20210918_211619_V06
8658,56.0,30.0,3.0,4.567,33.10927601924126,-115.23147891330866,KYUX,21.33972222222222,2021/09/18/KYUX/KYUX20210918_212023_V06
9487,41.0,12.0,1.0,3.862,32.920676107985024,-115.91294010702508,KYUX,21.40722222222222,2021/09/18/KYUX/KYUX20210918_212426_V06
10082,37.5,53.0,0.0,5.337,33.56168305199519,-114.42311604449353,KYUX,21.473055555555554,2021/09/18/KYUX/KYUX20210918_212823_V06
10516,42.0,120.0,2.0,5.698,33.59408730812047,-114.28081505286004,KYUX,21.54277777777778,2021/09/18/KYUX/KYUX20210918_213234_V06
10736,43.0,110.0,1.0,5.375,33.514899014100784,-114.36494405878126,KYUX,21.610277777777778,2021/09/18/KYUX/KYUX20210918_213637_V06
9679,35.5,29.0,0.0,4.433,33.42593938269614,-114.76319025816083,KYUX,21.677500000000002,2021/09/18/KYUX/KYUX20210918_214039_V06
9355,36.5,10.0,0.0,3.607,32.97815337932114,-115.81800366404275,KYUX,21.747222222222224,2021/09/18/KYUX/KYUX20210918_214450_V06
9952,36.0,15.0,0.0,5.536,32.93794347344982,-116.01380847046684,KYUX,21.814722222222223,2021/09/18/KYUX/KYUX20210918_214853_V06
9616,40.5,32.0,1.0,4.715,33.146238458455414,-115.54988426029203,KYUX,21.8825,2021/09/18/KYUX/KYUX20210918_215257_V06
9409,37.0,21.0,0.0,4.853,33.595588002204,-114.49868084199386,KYUX,21.952222222222222,2021/09/18/KYUX/KYUX20210918_215708_V06
9700,39.5,32.0,0.0,4.965,33.18583282604449,-115.43803429433238,KYUX,22.021666666666665,2021/09/18/KYUX/KYUX20210918_220118_V06
10141,34.0,5.0,0.0,3.748,32.90519404611668,-115.89672037682992,KYUX,22.09111111111111,2021/09/18/KYUX/KYUX20210918_220528_V06
8815,34.5,8.0,0.0,4.445,33.092580812339705,-115.67961017675529,KYUX,22.16333333333333,2021/09/18/KYUX/KYUX20210918_220948_V06
8692,33.5,21.0,0.0,3.476,32.7655067286627,-116.28829825521723,KYUX,22.235555555555557,2021/09/18/KYUX/KYUX20210918_221408_V06
8641,57.5,4.0,1.0,3.739,32.845089583996376,-116.39815105964479,KYUX,22.30527777777778,2021/09/18/KYUX/KYUX20210918_221819_V06
8440,31.0,2.0,0.0,3.584,32.777744474027855,-116.34642923099601,KYUX,22.411388888888887,2021/09/18/KYUX/KYUX20210918_222441_V06
8198,40.0,11.0,1.0,3.943,32.857357182405,-116.39894333680466,KYUX,22.483888888888888,2021/09/18/KYUX/KYUX20210918_222902_V06
8532,34.5,5.0,0.0,3.923,32.88891413631025,-116.29565560795955,KYUX,22.55638888888889,2021/09/18/KYUX/KYUX20210918_223323_V06
8740,37.5,16.0,0.0,3.748,32.789814370793195,-116.33740175915935,KYUX,22.628611111111113,2021/09/18/KYUX/KYUX20210918_223743_V06
8729,39.0,9.0,0.0,5.698,32.87409102860167,-116.40929882904759,KYUX,22.697777777777777,2021/09/18/KYUX/KYUX20210918_224152_V06
8555,34.0,12.0,0.0,3.545,32.774382126808085,-116.32003687542688,KYUX,22.7675,2021/09/18/KYUX/KYUX20210918_224603_V06
8558,41.0,8.0,1.0,5.829,32.8499025505322,-116.36858148909445,KYUX,22.836944444444445,2021/09/18/KYUX/KYUX20210918_225013_V06
8754,36.5,9.0,0.0,5.698,32.85717818848581,-116.09443957908914,KYUX,22.909166666666664,2021/09/18/KYUX/KYUX20210918_225433_V06
9317,37.5,14.0,0.0,5.829,32.844717038792695,-116.3881574008258,KYUX,22.978888888888886,2021/09/18/KYUX/KYUX20210918_225844_V06
