product,channel,gap_start_utc,gap_end_utc,gap_seconds
M1,C02,2022-08-10T18:52:25+00:00,2022-08-10T19:22:25+00:00,1800
M1,C02,2022-08-15T21:20:28+00:00,2022-08-15T21:52:25+00:00,1917
M1,C02,2022-08-17T18:59:24+00:00,2022-08-17T19:22:24+00:00,1380
M1,C02,2022-08-21T18:59:24+00:00,2022-08-21T19:22:24+00:00,1380
M1,C02,2022-08-24T13:24:25+00:00,2022-08-24T13:52:25+00:00,1680
M1,C02,2022-08-25T11:52:25+00:00,2022-08-25T12:24:25+00:00,1920
M1,C02,2022-08-25T18:54:24+00:00,2022-08-25T19:24:24+00:00,1800
M1,C02,2022-08-26T18:37:25+00:00,2022-08-26T19:22:25+00:00,2700
M1,C02,2022-08-29T16:28:24+00:00,2022-08-29T17:05:29+00:00,2225
M1,C02,2022-08-29T17:05:29+00:00,2022-08-29T17:52:24+00:00,2815
M1,C02,2022-08-29T18:54:24+00:00,2022-08-29T19:24:24+00:00,1800
M1,C02,2022-08-29T19:24:24+00:00,2022-08-29T19:52:24+00:00,1680
M1,C02,2022-09-02T14:59:25+00:00,2022-09-02T15:22:26+00:00,1381
M1,C02,2022-09-02T18:59:24+00:00,2022-09-02T19:22:24+00:00,1380
M1,C02,2022-09-05T09:13:27+00:00,2022-09-05T09:37:25+00:00,1438
M1,C02,2022-09-06T14:59:25+00:00,2022-09-06T15:22:26+00:00,1381
M1,C02,2022-09-06T18:59:24+00:00,2022-09-06T19:22:24+00:00,1380
M1,C02,2022-09-06T20:52:24+00:00,2022-09-06T21:22:24+00:00,1800
M1,C02,2022-09-07T16:24:25+00:00,2022-09-07T16:52:25+00:00,1680
M1,C02,2022-09-08T15:54:25+00:00,2022-10-13T16:24:25+00:00,3025800
M1,C02,2022-10-13T20:24:25+00:00,2022-10-13T20:52:25+00:00,1680
M1,C02,2022-10-14T18:59:24+00:00,2022-10-14T19:22:24+00:00,1380
M1,C02,2022-10-17T02:14:25+00:00,2022-10-17T02:52:25+00:00,2280
M1,C02,2022-10-18T15:24:25+00:00,2022-10-18T15:52:25+00:00,1680
M1,C02,2022-10-20T18:59:24+00:00,2022-10-20T19:22:24+00:00,1380
M1,C02,2022-10-26T18:59:24+00:00,2022-10-26T19:22:24+00:00,1380
M1,C02,2022-10-31T21:24:25+00:00,2022-10-31T21:52:25+00:00,1680
M1,C02,2022-11-01T18:59:24+00:00,2022-11-01T19:22:24+00:00,1380
M1,C02,2022-11-07T18:59:24+00:00,2022-11-07T19:22:24+00:00,1380
M1,C02,2022-11-07T19:50:27+00:00,2022-11-08T01:36:24+00:00,20757
M1,C02,2022-11-14T18:59:24+00:00,2022-11-14T19:22:24+00:00,1380
M1,C02,2022-11-15T15:52:25+00:00,2022-11-15T16:24:25+00:00,1920
M1,C02,2022-11-15T20:24:25+00:00,2022-11-15T20:52:25+00:00,1680
M1,C02,2022-11-16T16:52:25+00:00,2023-01-04T18:37:25+00:00,4239900
M1,C02,2023-01-09T18:59:24+00:00,2023-01-09T19:22:24+00:00,1380
M1,C02,2023-01-11T20:52:25+00:00,2023-01-11T21:24:25+00:00,1920
M1,C02,2023-01-19T18:59:26+00:00,2023-01-19T19:22:26+00:00,1380
M1,C02,2023-01-24T18:22:25+00:00,2023-01-24T18:54:25+00:00,1920
M1,C02,2023-01-24T19:24:25+00:00,2023-01-24T19:52:25+00:00,1680
M1,C02,2023-01-26T19:07:25+00:00,2023-01-26T19:37:25+00:00,1800
M1,C02,2023-01-28T02:37:26+00:00,2023-01-28T03:07:26+00:00,1800
M1,C02,2023-01-29T18:59:24+00:00,2023-01-29T19:22:24+00:00,1380
M1,C02,2023-02-04T14:07:25+00:00,2023-02-04T14:37:25+00:00,1800
M1,C02,2023-02-05T07:07:25+00:00,2023-02-05T07:37:25+00:00,1800
M1,C02,2023-02-05T08:37:25+00:00,2023-02-05T09:07:25+00:00,1800
M1,C02,2023-02-05T10:07:25+00:00,2023-02-05T10:37:25+00:00,1800
M1,C02,2023-02-05T10:37:25+00:00,2023-02-05T11:07:25+00:00,1800
M1,C02,2023-02-05T11:07:25+00:00,2023-02-05T11:37:25+00:00,1800
M1,C02,2023-02-05T11:52:25+00:00,2023-02-05T12:22:25+00:00,1800
M1,C02,2023-02-05T17:37:25+00:00,2023-02-05T18:07:25+00:00,1800
M1,C02,2023-02-05T18:37:25+00:00,2023-02-05T19:07:25+00:00,1800
M1,C02,2023-02-06T07:07:26+00:00,2023-02-06T07:37:26+00:00,1800
M1,C02,2023-02-06T10:07:26+00:00,2023-02-06T10:37:26+00:00,1800
M1,C02,2023-02-06T10:37:26+00:00,2023-02-06T11:07:26+00:00,1800
M1,C02,2023-02-06T13:37:26+00:00,2023-02-06T14:07:26+00:00,1800
M1,C02,2023-02-06T14:22:26+00:00,2023-02-06T14:52:26+00:00,1800
M1,C02,2023-02-07T11:22:26+00:00,2023-02-07T12:07:26+00:00,2700
M1,C02,2023-02-07T19:07:26+00:00,2023-02-07T19:37:26+00:00,1800
M1,C02,2023-02-07T20:07:26+00:00,2023-02-07T20:37:26+00:00,1800
M1,C02,2023-02-07T22:37:26+00:00,2023-02-07T23:07:26+00:00,1800
M1,C02,2023-02-08T03:37:26+00:00,2023-02-08T04:07:26+00:00,1800
M1,C02,2023-02-09T02:07:26+00:00,2023-02-09T02:37:26+00:00,1800
M1,C02,2023-02-09T10:07:26+00:00,2023-02-09T10:37:26+00:00,1800
M1,C02,2023-02-09T11:07:26+00:00,2023-02-09T11:37:26+00:00,1800
M1,C02,2023-02-09T11:52:26+00:00,2023-02-09T12:22:26+00:00,1800
M1,C02,2023-02-09T16:07:24+00:00,2023-02-09T16:37:24+00:00,1800
M1,C02,2023-02-09T17:07:24+00:00,2023-02-09T17:37:24+00:00,1800
M1,C02,2023-02-09T18:59:24+00:00,2023-02-09T19:22:24+00:00,1380
M1,C02,2023-02-09T19:37:24+00:00,2023-02-09T20:07:24+00:00,1800
M1,C02,2023-02-14T06:07:25+00:00,2023-02-14T06:37:25+00:00,1800
M1,C02,2023-02-14T14:07:25+00:00,2023-02-14T14:37:25+00:00,1800
M1,C02,2023-02-17T04:07:26+00:00,2023-02-17T04:37:26+00:00,1800
M1,C02,2023-02-18T19:37:26+00:00,2023-02-18T20:07:26+00:00,1800
M1,C02,2023-02-20T19:07:26+00:00,2023-02-20T20:37:26+00:00,5400
M1,C02,2023-02-21T18:59:24+00:00,2023-02-21T19:22:24+00:00,1380
M1,C02,2023-02-24T14:07:25+00:00,2023-02-24T14:37:25+00:00,1800
M1,C02,2023-02-27T19:24:25+00:00,2023-02-27T19:54:25+00:00,1800
M1,C02,2023-02-28T21:07:25+00:00,2023-02-28T21:52:25+00:00,2700
M1,C02,2023-03-01T18:00:29+00:00,2023-03-01T18:37:26+00:00,2217
M1,C02,2023-03-02T21:07:26+00:00,2023-03-02T21:52:26+00:00,2700
M1,C02,2023-03-03T21:07:26+00:00,2023-03-03T21:52:26+00:00,2700
M1,C02,2023-03-04T21:07:26+00:00,2023-03-04T21:52:26+00:00,2700
M1,C02,2023-03-05T21:07:26+00:00,2023-03-05T21:52:26+00:00,2700
M1,C02,2023-03-06T15:37:26+00:00,2023-03-06T17:22:24+00:00,6298
M1,C02,2023-03-06T18:59:24+00:00,2023-03-06T19:22:24+00:00,1380
M1,C02,2023-03-06T21:07:24+00:00,2023-03-06T21:52:24+00:00,2700
M1,C02,2023-03-07T21:06:25+00:00,2023-03-07T21:54:25+00:00,2880
M1,C02,2023-03-08T16:27:25+00:00,2023-03-08T17:37:25+00:00,4200
M1,C02,2023-03-08T21:07:25+00:00,2023-03-08T21:51:55+00:00,2670
M1,C02,2023-03-09T21:06:55+00:00,2023-03-09T21:51:55+00:00,2700
M1,C02,2023-03-10T21:06:55+00:00,2023-03-10T21:51:55+00:00,2700
M1,C02,2023-03-11T21:06:55+00:00,2023-03-11T21:36:55+00:00,1800
M1,C02,2023-03-12T21:06:55+00:00,2023-03-12T21:51:55+00:00,2700
M1,C02,2023-03-13T21:06:56+00:00,2023-03-13T21:36:56+00:00,1800
M1,C02,2023-03-13T21:36:56+00:00,2023-03-13T22:06:56+00:00,1800
M1,C02,2023-03-15T21:06:56+00:00,2023-03-15T21:51:56+00:00,2700
M1,C02,2023-03-16T12:51:56+00:00,2023-03-16T13:24:56+00:00,1980
M1,C02,2023-03-16T21:06:56+00:00,2023-03-16T21:36:56+00:00,1800
M1,C02,2023-03-17T12:51:56+00:00,2023-03-17T13:21:56+00:00,1800
M1,C02,2023-03-18T21:06:56+00:00,2023-03-18T21:36:56+00:00,1800
M1,C02,2023-03-20T21:07:25+00:00,2023-03-20T21:37:25+00:00,1800
M1,C02,2023-03-23T21:07:25+00:00,2023-03-23T21:37:25+00:00,1800
M1,C02,2023-03-24T08:07:25+00:00,2023-03-24T08:37:25+00:00,1800
M1,C02,2023-03-29T16:07:26+00:00,2023-03-29T16:37:26+00:00,1800
M1,C02,2023-03-31T15:22:26+00:00,2023-04-10T06:37:26+00:00,832500
M1,C02,2023-04-11T18:24:26+00:00,2023-04-11T19:06:24+00:00,2518
M1,C02,2023-04-11T20:06:24+00:00,2023-04-11T20:37:24+00:00,1860
M1,C02,2023-04-17T14:59:25+00:00,2023-04-17T15:22:26+00:00,1381
M1,C02,2023-04-17T22:37:24+00:00,2023-04-18T19:52:25+00:00,76501
M1,C02,2023-04-22T19:52:25+00:00,2023-04-22T20:22:25+00:00,1800
M1,C02,2023-04-29T14:59:26+00:00,2023-04-29T15:22:26+00:00,1380
M1,C02,2023-04-29T18:59:24+00:00,2023-04-29T19:22:24+00:00,1380
M1,C02,2023-05-02T12:10:28+00:00,2023-05-02T14:52:25+00:00,9717
M1,C02,2023-05-04T14:37:25+00:00,2023-05-04T15:07:25+00:00,1800
M1,C02,2023-05-13T14:59:27+00:00,2023-05-13T15:22:26+00:00,1379
M1,C02,2023-05-27T14:59:27+00:00,2023-05-27T15:22:26+00:00,1379
M1,C02,2023-05-31T12:52:25+00:00,2023-05-31T13:24:25+00:00,1920
M1,C02,2023-06-05T11:52:26+00:00,2023-06-05T12:24:26+00:00,1920
M1,C02,2023-06-07T14:59:27+00:00,2023-06-07T15:22:26+00:00,1379
M1,C02,2023-06-12T05:22:25+00:00,2023-06-12T05:52:25+00:00,1800
M1,C02,2023-06-12T07:37:25+00:00,2023-06-12T08:07:25+00:00,1800
M1,C02,2023-06-16T16:24:26+00:00,2023-06-16T16:52:26+00:00,1680
M1,C02,2023-06-17T13:22:26+00:00,2023-06-21T21:22:27+00:00,374401
M1,C02,2023-06-25T13:22:25+00:00,2023-06-25T14:22:25+00:00,3600
M1,C02,2023-07-01T21:06:26+00:00,2023-07-01T21:37:26+00:00,1860
M1,C02,2023-07-04T05:37:27+00:00,2023-07-04T06:06:27+00:00,1740
M1,C02,2023-07-06T18:06:27+00:00,2023-07-06T18:37:27+00:00,1860
M1,C02,2023-07-06T19:06:27+00:00,2023-07-06T19:37:27+00:00,1860
M1,C02,2023-07-06T21:37:27+00:00,2023-07-06T22:06:27+00:00,1740
M1,C02,2023-07-07T18:37:24+00:00,2023-07-07T19:07:24+00:00,1800
M1,C02,2023-07-08T17:52:24+00:00,2023-07-08T18:22:24+00:00,1800
M1,C02,2023-07-08T22:52:24+00:00,2023-07-08T23:22:24+00:00,1800
M1,C02,2023-07-11T12:22:25+00:00,2023-07-11T12:54:25+00:00,1920
M1,C02,2023-07-11T21:24:25+00:00,2023-07-11T21:52:25+00:00,1680
M1,C02,2023-07-15T01:37:26+00:00,2023-07-15T02:07:26+00:00,1800
M1,C02,2023-07-18T18:37:26+00:00,2023-07-18T19:07:26+00:00,1800
M1,C02,2023-07-20T13:22:27+00:00,2023-07-20T13:52:27+00:00,1800
M1,C02,2023-07-22T18:59:24+00:00,2023-07-22T19:22:24+00:00,1380
M1,C02,2023-07-24T21:24:25+00:00,2023-07-24T21:52:25+00:00,1680
M1,C02,2023-07-25T18:24:25+00:00,2023-07-25T18:52:25+00:00,1680
M1,C02,2023-07-26T12:52:25+00:00,2023-07-26T13:24:25+00:00,1920
M1,C02,2023-07-27T16:22:25+00:00,2023-07-27T16:52:25+00:00,1800
M1,C02,2023-07-27T17:37:25+00:00,2023-07-27T18:52:25+00:00,4500
M1,C02,2023-07-29T23:52:26+00:00,2023-07-30T00:22:26+00:00,1800
M1,C02,2023-07-31T16:52:26+00:00,2023-07-31T17:22:26+00:00,1800
M1,C02,2023-08-01T12:22:26+00:00,2023-08-01T12:54:26+00:00,1920
M1,C02,2023-08-01T12:54:26+00:00,2023-08-01T13:24:26+00:00,1800
M1,C02,2023-08-01T16:24:26+00:00,2023-08-01T16:54:26+00:00,1800
M1,C02,2023-08-04T14:40:29+00:00,2023-08-04T16:07:27+00:00,5218
M1,C02,2023-08-14T12:22:26+00:00,2023-08-14T12:54:26+00:00,1920
M1,C02,2023-08-14T20:54:26+00:00,2023-08-14T21:24:26+00:00,1800
M1,C02,2023-08-16T01:24:26+00:00,2023-08-16T01:52:26+00:00,1680
M1,C02,2023-08-16T14:22:26+00:00,2023-08-16T14:54:26+00:00,1920
M1,C02,2023-08-20T10:52:24+00:00,2023-08-20T11:22:25+00:00,1801
M1,C02,2023-08-20T12:37:25+00:00,2023-08-20T13:37:25+00:00,3600
M1,C02,2023-08-20T18:37:25+00:00,2023-08-23T00:22:25+00:00,193500
M1,C02,2023-08-23T14:37:25+00:00,2023-08-23T15:06:25+00:00,1740
M1,C02,2023-08-23T15:37:25+00:00,2023-08-23T16:06:25+00:00,1740
M1,C02,2023-09-04T14:59:25+00:00,2023-09-04T15:22:26+00:00,1381
M1,C02,2023-09-11T18:57:25+00:00,2023-09-11T20:37:25+00:00,6000
M1,C02,2023-09-14T09:22:26+00:00,2023-09-14T23:52:26+00:00,52200
M1,C02,2023-09-15T09:22:26+00:00,2023-09-27T01:37:26+00:00,1008900
M1,C02,2023-09-27T20:37:26+00:00,2023-09-27T21:22:26+00:00,2700
M1,C02,2023-09-28T20:37:26+00:00,2023-09-28T21:22:26+00:00,2700
M1,C02,2023-09-29T20:52:26+00:00,2023-09-29T21:22:26+00:00,1800
M1,C02,2023-09-30T20:37:24+00:00,2023-09-30T21:22:24+00:00,2700
M1,C02,2023-10-01T15:07:25+00:00,2023-10-04T22:52:25+00:00,287100
M1,C02,2023-10-05T20:37:25+00:00,2023-10-05T21:22:25+00:00,2700
M1,C02,2023-10-06T20:37:25+00:00,2023-10-06T21:22:25+00:00,2700
M1,C02,2023-10-07T20:37:25+00:00,2023-10-07T21:22:25+00:00,2700
M1,C02,2023-10-08T20:37:25+00:00,2023-10-08T21:22:25+00:00,2700
M1,C02,2023-10-09T20:37:26+00:00,2023-10-09T21:22:26+00:00,2700
M1,C02,2023-10-10T20:37:26+00:00,2023-10-10T21:22:26+00:00,2700
M1,C02,2023-10-11T20:37:26+00:00,2023-10-11T21:22:26+00:00,2700
M1,C02,2023-10-12T16:24:26+00:00,2023-10-12T16:52:26+00:00,1680
M1,C02,2023-10-12T20:37:26+00:00,2023-10-12T21:22:26+00:00,2700
M1,C02,2023-10-13T20:37:26+00:00,2023-10-13T21:22:26+00:00,2700
M1,C02,2023-10-14T18:59:24+00:00,2023-10-14T19:22:24+00:00,1380
M1,C02,2023-10-14T20:37:24+00:00,2023-10-14T21:22:24+00:00,2700
M1,C02,2023-10-15T20:37:25+00:00,2023-10-15T21:22:25+00:00,2700
M1,C02,2023-10-16T20:37:25+00:00,2023-10-16T21:22:25+00:00,2700
M1,C02,2023-10-17T15:12:25+00:00,2023-10-17T15:37:25+00:00,1500
M1,C02,2023-10-17T20:37:25+00:00,2023-10-17T21:22:25+00:00,2700
M1,C02,2023-10-18T20:37:25+00:00,2023-10-18T21:22:25+00:00,2700
M1,C02,2023-10-19T16:22:25+00:00,2023-10-19T16:54:25+00:00,1920
M1,C02,2023-10-19T17:24:25+00:00,2023-10-19T17:52:25+00:00,1680
M1,C02,2023-10-19T20:37:25+00:00,2023-10-19T21:22:25+00:00,2700
M1,C02,2023-10-20T20:37:25+00:00,2023-10-20T21:07:25+00:00,1800
M1,C02,2023-10-25T13:07:26+00:00,2023-10-25T22:52:26+00:00,35100
M1,C02,2023-10-26T08:52:26+00:00,2023-10-26T14:52:26+00:00,21600
M1,C02,2023-10-30T18:22:25+00:00,2023-10-30T18:54:25+00:00,1920
M1,C02,2023-10-30T20:37:25+00:00,2023-10-30T21:07:25+00:00,1800
M1,C02,2023-11-01T20:52:25+00:00,2023-11-01T21:22:25+00:00,1800
M1,C02,2023-11-02T20:37:25+00:00,2023-11-02T21:37:25+00:00,3600
M1,C02,2023-11-03T20:37:25+00:00,2023-11-03T21:22:25+00:00,2700
M1,C02,2023-11-04T20:37:26+00:00,2023-11-04T21:22:26+00:00,2700
M1,C02,2023-11-05T20:37:26+00:00,2023-11-05T21:07:26+00:00,1800
M1,C02,2023-11-05T21:07:26+00:00,2023-11-05T21:37:26+00:00,1800
M1,C02,2023-11-06T18:06:26+00:00,2023-11-06T18:37:26+00:00,1860
M1,C02,2023-11-08T13:22:26+00:00,2023-11-08T13:54:26+00:00,1920
M1,C02,2023-11-08T21:54:26+00:00,2023-11-08T22:22:26+00:00,1680
M1,C02,2023-11-10T20:22:27+00:00,2023-11-10T20:52:27+00:00,1800
M1,C02,2023-11-11T18:59:24+00:00,2023-11-11T19:22:24+00:00,1380
M1,C02,2023-11-13T17:52:25+00:00,2023-11-13T18:22:25+00:00,1800
M1,C02,2023-11-16T00:52:25+00:00,2023-11-16T02:22:25+00:00,5400
M1,C02,2023-11-28T21:24:25+00:00,2023-11-28T21:52:25+00:00,1680
M1,C02,2023-11-30T13:52:25+00:00,2023-11-30T14:24:25+00:00,1920
M1,C02,2023-12-04T17:36:26+00:00,2023-12-04T18:52:26+00:00,4560
M1,C02,2023-12-07T15:39:26+00:00,2023-12-07T16:22:26+00:00,2580
M1,C02,2023-12-11T14:54:27+00:00,2023-12-11T15:24:26+00:00,1799
M1,C02,2023-12-14T17:22:25+00:00,2023-12-14T17:52:25+00:00,1800
M1,C02,2023-12-16T10:52:25+00:00,2023-12-19T03:22:26+00:00,232201
M1,C02,2023-12-21T02:52:26+00:00,2023-12-21T03:22:26+00:00,1800
M1,C02,2023-12-21T22:22:26+00:00,2023-12-21T22:52:26+00:00,1800
M1,C02,2023-12-22T05:07:26+00:00,2023-12-22T05:37:26+00:00,1800
M1,C02,2023-12-22T06:37:26+00:00,2023-12-22T07:07:26+00:00,1800
M1,C02,2023-12-22T07:22:26+00:00,2023-12-22T07:52:26+00:00,1800
M1,C02,2024-01-08T18:59:24+00:00,2024-01-08T19:22:24+00:00,1380
M1,C02,2024-01-12T23:52:25+00:00,2024-01-16T18:52:26+00:00,327601
M1,C02,2024-01-22T17:14:24+00:00,2024-01-22T17:52:24+00:00,2280
M1,C02,2024-01-22T18:56:24+00:00,2024-01-22T19:37:24+00:00,2460
M1,C02,2024-01-26T02:07:25+00:00,2024-01-26T02:37:25+00:00,1800
M1,C02,2024-02-08T06:52:25+00:00,2024-02-08T07:22:25+00:00,1800
M1,C02,2024-02-12T21:22:26+00:00,2024-02-12T21:52:26+00:00,1800
M1,C02,2024-02-14T21:22:26+00:00,2024-02-14T21:52:26+00:00,1800
M1,C02,2024-02-15T12:59:26+00:00,2024-02-15T15:54:26+00:00,10500
M1,C02,2024-02-15T21:07:26+00:00,2024-02-15T21:37:26+00:00,1800
M1,C02,2024-02-16T21:22:26+00:00,2024-02-16T21:52:26+00:00,1800
M1,C02,2024-02-17T21:22:26+00:00,2024-02-17T21:52:26+00:00,1800
M1,C02,2024-02-19T21:22:24+00:00,2024-02-19T21:52:24+00:00,1800
M1,C02,2024-02-21T03:52:25+00:00,2024-02-21T04:37:25+00:00,2700
M1,C02,2024-02-21T19:37:25+00:00,2024-02-21T20:06:25+00:00,1740
M1,C02,2024-02-21T21:06:25+00:00,2024-02-21T21:37:25+00:00,1860
M1,C02,2024-02-23T21:07:25+00:00,2024-02-23T21:52:25+00:00,2700
M1,C02,2024-02-24T21:07:25+00:00,2024-02-24T21:52:25+00:00,2700
M1,C02,2024-02-25T21:07:25+00:00,2024-02-25T21:52:25+00:00,2700
M1,C02,2024-02-25T23:07:25+00:00,2024-02-26T00:07:25+00:00,3600
M1,C02,2024-02-26T21:07:26+00:00,2024-02-26T21:52:26+00:00,2700
M1,C02,2024-02-27T21:07:26+00:00,2024-02-27T21:52:26+00:00,2700
M1,C02,2024-02-28T21:07:26+00:00,2024-02-28T21:52:26+00:00,2700
M1,C02,2024-02-29T21:07:26+00:00,2024-02-29T21:52:26+00:00,2700
M1,C02,2024-03-01T21:07:26+00:00,2024-03-01T21:52:26+00:00,2700
M1,C02,2024-03-02T21:07:26+00:00,2024-03-02T21:37:26+00:00,1800
M1,C02,2024-03-03T21:07:27+00:00,2024-03-03T21:52:27+00:00,2700
M1,C02,2024-03-04T21:07:24+00:00,2024-03-04T21:37:24+00:00,1800
M1,C02,2024-03-05T21:24:25+00:00,2024-03-05T21:54:25+00:00,1800
M1,C02,2024-03-06T21:06:25+00:00,2024-03-06T21:37:25+00:00,1860
M1,C02,2024-03-08T21:07:25+00:00,2024-03-08T21:37:25+00:00,1800
M1,C02,2024-03-09T21:22:25+00:00,2024-03-09T21:52:25+00:00,1800
M1,C02,2024-03-10T21:07:25+00:00,2024-03-10T21:37:25+00:00,1800
M1,C02,2024-03-14T21:07:26+00:00,2024-03-14T21:37:26+00:00,1800
M1,C02,2024-03-15T21:07:26+00:00,2024-03-15T21:37:26+00:00,1800
M1,C02,2024-03-17T21:07:27+00:00,2024-03-17T21:52:27+00:00,2700
M1,C02,2024-03-18T21:07:24+00:00,2024-03-18T21:37:24+00:00,1800
M1,C02,2024-03-19T21:07:25+00:00,2024-03-19T21:37:25+00:00,1800
M1,C02,2024-03-20T21:22:25+00:00,2024-03-20T21:54:25+00:00,1920
M1,C02,2024-03-21T21:07:25+00:00,2024-03-21T21:37:25+00:00,1800
M1,C02,2024-03-25T21:07:25+00:00,2024-03-25T21:37:25+00:00,1800
M1,C02,2024-03-28T15:29:26+00:00,2024-03-28T16:37:26+00:00,4080
M1,C02,2024-03-31T21:37:26+00:00,2024-03-31T22:07:26+00:00,1800
M1,C02,2024-04-01T18:59:24+00:00,2024-04-01T19:22:24+00:00,1380
M1,C02,2024-04-07T09:14:31+00:00,2024-04-07T09:37:25+00:00,1374
M1,C02,2024-04-15T19:59:23+00:00,2024-04-15T20:22:23+00:00,1380
M1,C02,2024-04-17T14:59:23+00:00,2024-04-17T15:22:26+00:00,1383
M1,C02,2024-04-23T22:10:28+00:00,2024-04-24T00:07:25+00:00,7017
M1,C02,2024-04-26T13:56:26+00:00,2024-04-26T14:22:26+00:00,1560
M1,C02,2024-04-29T14:54:26+00:00,2024-04-29T15:24:26+00:00,1800
M1,C02,2024-05-07T16:56:26+00:00,2024-05-07T17:22:26+00:00,1560
M1,C02,2024-05-08T21:31:26+00:00,2024-05-09T00:52:26+00:00,12060
M1,C02,2024-05-10T20:52:26+00:00,2024-05-10T21:22:26+00:00,1800
M1,C02,2024-05-13T14:59:27+00:00,2024-05-13T15:22:26+00:00,1379
M1,C02,2024-05-14T18:52:25+00:00,2024-05-14T19:22:25+00:00,1800
M1,C02,2024-05-19T19:22:25+00:00,2024-05-19T19:52:25+00:00,1800
M1,C02,2024-05-24T15:22:26+00:00,2024-05-24T15:52:26+00:00,1800
M1,C02,2024-05-27T14:59:27+00:00,2024-05-27T15:22:26+00:00,1379
M1,C02,2024-05-30T21:37:25+00:00,2024-05-30T22:07:25+00:00,1800
M1,C02,2024-05-31T21:07:25+00:00,2024-05-31T21:52:25+00:00,2700
M1,C02,2024-06-01T23:37:26+00:00,2024-06-02T00:07:26+00:00,1800
M1,C02,2024-06-03T15:54:26+00:00,2024-06-03T16:37:26+00:00,2580
M1,C02,2024-06-03T20:37:26+00:00,2024-06-03T21:07:26+00:00,1800
M1,C02,2024-06-04T20:07:26+00:00,2024-06-04T20:37:26+00:00,1800
M1,C02,2024-06-10T13:54:58+00:00,2024-06-10T14:23:58+00:00,1740
M1,C02,2024-06-12T21:24:25+00:00,2024-06-12T21:54:25+00:00,1800
M1,C02,2024-06-15T11:51:26+00:00,2024-06-15T12:22:26+00:00,1860
M1,C02,2024-06-16T18:07:26+00:00,2024-06-16T18:37:26+00:00,1800
M1,C02,2024-06-16T20:07:26+00:00,2024-06-16T20:52:26+00:00,2700
M1,C02,2024-06-18T19:22:27+00:00,2024-06-18T19:52:27+00:00,1800
M1,C02,2024-06-18T21:52:27+00:00,2024-06-18T22:22:27+00:00,1800
M1,C02,2024-06-19T17:37:27+00:00,2024-06-19T18:07:27+00:00,1800
M1,C02,2024-06-19T18:37:27+00:00,2024-06-19T19:07:27+00:00,1800
M1,C02,2024-06-19T21:52:27+00:00,2024-06-19T22:22:27+00:00,1800
M1,C02,2024-06-20T20:37:27+00:00,2024-06-20T21:06:27+00:00,1740
M1,C02,2024-06-24T17:22:24+00:00,2024-06-24T17:52:24+00:00,1800
M1,C02,2024-06-24T18:59:24+00:00,2024-06-24T19:22:24+00:00,1380
M1,C02,2024-06-25T20:22:25+00:00,2024-06-25T20:52:25+00:00,1800
M1,C02,2024-06-26T01:40:55+00:00,2024-06-26T03:36:55+00:00,6960
M1,C02,2024-06-26T23:36:55+00:00,2024-06-27T00:06:55+00:00,1800
M1,C02,2024-06-27T15:21:55+00:00,2024-06-27T15:51:55+00:00,1800
M1,C02,2024-06-30T00:53:56+00:00,2024-06-30T02:51:56+00:00,7080
M1,C02,2024-07-01T21:36:56+00:00,2024-07-01T22:06:56+00:00,1800
M1,C02,2024-07-02T13:01:56+00:00,2024-07-02T13:36:56+00:00,2100
M1,C02,2024-07-02T20:06:56+00:00,2024-07-02T20:36:56+00:00,1800
M1,C02,2024-07-13T21:22:26+00:00,2024-07-13T21:52:26+00:00,1800
M1,C02,2024-07-22T18:59:24+00:00,2024-07-22T19:24:24+00:00,1500
M1,C02,2024-07-24T14:07:25+00:00,2024-07-24T14:37:25+00:00,1800
M1,C02,2024-07-28T19:37:25+00:00,2024-07-28T20:07:25+00:00,1800
M1,C02,2024-07-29T14:22:26+00:00,2024-07-29T14:54:26+00:00,1920
M1,C02,2024-07-30T09:54:26+00:00,2024-07-30T10:37:26+00:00,2580
M1,C02,2024-07-30T17:37:26+00:00,2024-07-30T19:24:26+00:00,6420
M1,C02,2024-08-08T06:51:25+00:00,2024-08-08T08:07:25+00:00,4560
M1,C02,2024-08-12T10:07:26+00:00,2024-08-12T10:37:26+00:00,1800
M1,C02,2024-08-12T11:07:26+00:00,2024-08-12T11:37:26+00:00,1800
M1,C02,2024-09-01T21:07:26+00:00,2024-09-01T21:37:26+00:00,1800
M1,C02,2024-09-02T14:59:26+00:00,2024-09-02T15:22:26+00:00,1380
M1,C02,2024-09-03T04:37:24+00:00,2024-09-03T19:37:25+00:00,54001
M1,C02,2024-09-04T09:14:30+00:00,2024-09-04T09:37:25+00:00,1375
M1,C02,2024-09-04T17:52:25+00:00,2024-09-05T01:07:25+00:00,26100
M1,C02,2024-09-08T02:52:25+00:00,2024-09-08T03:22:25+00:00,1800
M1,C02,2024-09-08T17:52:25+00:00,2024-09-08T18:22:25+00:00,1800
M1,C02,2024-09-08T20:37:25+00:00,2024-09-08T21:52:25+00:00,4500
M1,C02,2024-09-09T01:37:25+00:00,2024-09-09T02:07:25+00:00,1800
M1,C02,2024-09-09T08:43:25+00:00,2024-09-09T09:07:25+00:00,1440
M1,C02,2024-09-09T15:50:28+00:00,2024-09-09T17:37:25+00:00,6417
M1,C02,2024-09-09T20:37:25+00:00,2024-09-09T21:24:25+00:00,2820
