product,channel,gap_start_utc,gap_end_utc,gap_seconds
M1,C07,2025-05-04T20:37:25+00:00,2025-05-04T21:07:25+00:00,1800
M1,C07,2025-05-04T21:22:25+00:00,2025-05-04T22:07:25+00:00,2700
M1,C07,2025-05-05T14:59:26+00:00,2025-05-05T15:22:26+00:00,1380
M1,C07,2025-05-05T16:22:24+00:00,2025-05-05T16:52:24+00:00,1800
M1,C07,2025-05-05T18:22:24+00:00,2025-05-05T18:52:24+00:00,1800
M1,C07,2025-05-05T19:22:24+00:00,2025-05-05T19:52:24+00:00,1800
M1,C07,2025-05-05T21:07:24+00:00,2025-05-05T21:37:24+00:00,1800
M1,C07,2025-05-11T18:07:25+00:00,2025-05-11T18:37:25+00:00,1800
M1,C07,2025-05-11T19:37:25+00:00,2025-05-11T20:07:25+00:00,1800
M1,C07,2025-05-12T07:52:26+00:00,2025-05-12T08:22:26+00:00,1800
M1,C07,2025-05-12T09:37:26+00:00,2025-05-12T10:07:26+00:00,1800
M1,C07,2025-05-12T13:07:26+00:00,2025-05-12T13:37:26+00:00,1800
M1,C07,2025-05-12T14:59:26+00:00,2025-05-12T15:22:26+00:00,1380
M1,C07,2025-05-12T16:52:24+00:00,2025-05-12T17:22:24+00:00,1800
M1,C07,2025-05-12T17:52:24+00:00,2025-05-12T18:22:24+00:00,1800
M1,C07,2025-05-12T19:22:24+00:00,2025-05-12T20:07:24+00:00,2700
M1,C07,2025-05-12T20:22:24+00:00,2025-05-12T20:52:24+00:00,1800
M1,C07,2025-05-12T21:22:24+00:00,2025-05-12T21:52:24+00:00,1800
M1,C07,2025-05-13T21:52:25+00:00,2025-05-13T22:37:25+00:00,2700
M1,C07,2025-05-13T22:37:25+00:00,2025-05-13T23:07:25+00:00,1800
M1,C07,2025-05-14T00:07:25+00:00,2025-05-14T00:52:25+00:00,2700
M1,C07,2025-05-14T15:37:25+00:00,2025-10-07T06:37:26+00:00,12582001
M1,C07,2025-10-07T06:37:26+00:00,2025-10-07T08:37:26+00:00,7200
M1,C07,2025-10-07T08:37:26+00:00,2025-10-08T05:37:26+00:00,75600
M1,C07,2025-10-08T05:37:26+00:00,2025-10-08T06:07:26+00:00,1800
M1,C07,2025-10-08T06:07:26+00:00,2025-10-09T08:52:26+00:00,96300
M1,C07,2025-10-09T08:52:26+00:00,2025-10-11T16:37:26+00:00,200700
M1,C07,2025-10-11T16:37:26+00:00,2025-10-12T08:37:26+00:00,57600
M1,C07,2025-10-12T08:37:26+00:00,2025-10-13T02:22:27+00:00,63901
M1,C07,2025-10-13T02:22:27+00:00,2025-10-13T14:49:27+00:00,44820
M1,C07,2025-10-13T14:49:27+00:00,2025-10-13T23:22:24+00:00,30777
M1,C07,2025-10-13T23:22:24+00:00,2025-10-14T05:22:24+00:00,21600
M1,C07,2025-10-14T05:22:24+00:00,2025-10-14T06:37:24+00:00,4500
M1,C07,2025-10-14T06:37:24+00:00,2025-10-14T07:52:24+00:00,4500
M1,C07,2025-10-14T07:52:24+00:00,2025-10-14T10:52:25+00:00,10801
M1,C07,2025-10-14T10:52:25+00:00,2025-10-15T16:22:25+00:00,106200
M1,C07,2025-10-15T16:22:25+00:00,2025-10-15T22:22:25+00:00,21600
M1,C07,2025-10-15T22:22:25+00:00,2025-10-15T23:37:25+00:00,4500
M1,C07,2025-10-15T23:52:25+00:00,2025-10-16T06:52:25+00:00,25200
M1,C07,2025-10-16T06:52:25+00:00,2025-10-16T08:52:25+00:00,7200
M1,C07,2025-10-16T08:52:25+00:00,2025-10-16T10:22:25+00:00,5400
M1,C07,2025-10-16T10:22:25+00:00,2025-10-16T23:07:25+00:00,45900
M1,C07,2025-10-16T23:07:25+00:00,2025-10-17T02:37:25+00:00,12600
M1,C07,2025-10-17T02:37:25+00:00,2025-10-17T04:07:25+00:00,5400
M1,C07,2025-10-17T04:07:25+00:00,2025-10-17T05:22:25+00:00,4500
M1,C07,2025-10-17T05:22:25+00:00,2025-10-17T17:22:25+00:00,43200
M1,C07,2025-10-17T17:22:25+00:00,2025-10-17T20:37:25+00:00,11700
M1,C07,2025-10-17T20:37:25+00:00,2025-10-17T21:52:25+00:00,4500
M1,C07,2025-10-17T21:52:25+00:00,2025-10-17T22:52:25+00:00,3600
M1,C07,2025-10-17T22:52:25+00:00,2025-10-18T06:07:25+00:00,26100
M1,C07,2025-10-18T06:07:25+00:00,2025-10-19T09:22:25+00:00,98100
M1,C07,2025-10-19T09:22:25+00:00,2025-10-19T15:22:25+00:00,21600
M1,C07,2025-10-19T15:22:25+00:00,2025-10-19T18:22:25+00:00,10800
M1,C07,2025-10-19T18:22:25+00:00,2025-10-19T19:07:25+00:00,2700
M1,C07,2025-10-19T19:07:25+00:00,2025-10-19T21:37:25+00:00,9000
M1,C07,2025-10-19T21:37:25+00:00,2025-10-19T22:37:25+00:00,3600
M1,C07,2025-10-19T22:52:25+00:00,2025-10-20T05:07:25+00:00,22500
M1,C07,2025-10-20T05:07:25+00:00,2025-10-20T09:37:25+00:00,16200
M1,C07,2025-10-20T09:37:25+00:00,2025-10-20T14:54:26+00:00,19021
M1,C07,2025-10-20T14:54:26+00:00,2025-10-20T16:37:26+00:00,6180
M1,C07,2025-10-20T16:37:26+00:00,2025-10-20T18:06:26+00:00,5340
M1,C07,2025-10-20T18:06:26+00:00,2025-10-20T23:52:26+00:00,20760
M1,C07,2025-10-20T23:52:26+00:00,2025-10-21T11:07:26+00:00,40500
M1,C07,2025-10-21T11:07:26+00:00,2025-10-21T12:07:26+00:00,3600
M1,C07,2025-10-21T12:07:26+00:00,2025-10-21T18:52:26+00:00,24300
M1,C07,2025-10-21T18:52:26+00:00,2025-10-22T05:07:26+00:00,36900
M1,C07,2025-10-22T05:07:26+00:00,2025-10-22T07:37:26+00:00,9000
M1,C07,2025-10-22T07:52:26+00:00,2025-10-22T08:37:26+00:00,2700
M1,C07,2025-10-22T08:37:26+00:00,2025-10-22T15:07:26+00:00,23400
M1,C07,2025-10-22T15:07:26+00:00,2025-10-22T15:37:26+00:00,1800
M1,C07,2025-10-22T15:37:26+00:00,2025-10-22T23:07:26+00:00,27000
M1,C07,2025-10-22T23:07:26+00:00,2025-10-23T00:22:26+00:00,4500
M1,C07,2025-10-23T00:22:26+00:00,2025-10-23T02:07:26+00:00,6300
M1,C07,2025-10-23T02:07:26+00:00,2025-10-23T04:52:26+00:00,9900
M1,C07,2025-10-23T04:52:26+00:00,2025-10-23T09:52:26+00:00,18000
M1,C07,2025-10-23T09:52:26+00:00,2025-10-23T14:52:26+00:00,18000
M1,C07,2025-10-23T14:52:26+00:00,2025-10-23T23:22:26+00:00,30600
M1,C07,2025-10-23T23:22:26+00:00,2025-10-24T02:22:26+00:00,10800
M1,C07,2025-10-24T02:22:26+00:00,2025-10-24T08:37:26+00:00,22500
M1,C07,2025-10-24T08:37:26+00:00,2025-10-24T13:22:26+00:00,17100
M1,C07,2025-10-24T13:22:26+00:00,2025-10-25T04:07:26+00:00,53100
M1,C07,2025-10-25T04:07:26+00:00,2025-10-25T07:07:26+00:00,10800
M1,C07,2025-10-25T07:07:26+00:00,2025-10-25T09:07:26+00:00,7200
M1,C07,2025-10-25T09:07:26+00:00,2025-10-25T12:07:26+00:00,10800
M1,C07,2025-10-25T12:07:26+00:00,2025-10-25T20:52:26+00:00,31500
M1,C07,2025-10-25T20:52:26+00:00,2025-10-25T22:22:26+00:00,5400
M1,C07,2025-10-25T22:22:26+00:00,2025-10-26T07:22:26+00:00,32400
M1,C07,2025-10-26T07:22:26+00:00,2025-10-26T17:37:27+00:00,36901
M1,C07,2025-10-26T17:37:27+00:00,2025-10-26T22:37:27+00:00,18000
M1,C07,2025-10-26T22:37:27+00:00,2025-10-27T13:52:27+00:00,54900
M1,C07,2025-10-27T13:52:27+00:00,2025-10-27T15:07:26+00:00,4499
M1,C07,2025-10-27T15:07:26+00:00,2025-10-27T22:37:24+00:00,26998
M1,C07,2025-10-27T22:37:24+00:00,2025-10-28T03:37:24+00:00,18000
M1,C07,2025-10-28T03:37:24+00:00,2025-10-28T13:22:25+00:00,35101
M1,C07,2025-10-28T13:37:25+00:00,2025-10-28T16:52:25+00:00,11700
M1,C07,2025-10-28T17:07:25+00:00,2025-10-30T11:37:25+00:00,153000
M1,C07,2025-10-30T11:37:25+00:00,2025-10-31T03:52:25+00:00,58500
M1,C07,2025-10-31T03:52:25+00:00,2025-10-31T13:22:25+00:00,34200
M1,C07,2025-10-31T13:22:25+00:00,2025-11-02T03:07:25+00:00,135900
M1,C07,2025-11-02T03:07:25+00:00,2025-11-02T05:37:25+00:00,9000
M1,C07,2025-11-02T05:52:25+00:00,2025-11-02T06:22:25+00:00,1800
M1,C07,2025-11-02T06:22:25+00:00,2025-11-03T03:37:25+00:00,76500
M1,C07,2025-11-03T03:37:25+00:00,2025-11-03T04:07:25+00:00,1800
M1,C07,2025-11-03T04:07:25+00:00,2025-11-03T13:07:26+00:00,32401
M1,C07,2025-11-03T13:07:26+00:00,2025-11-04T00:22:26+00:00,40500
M1,C07,2025-11-04T00:22:26+00:00,2025-11-04T07:22:26+00:00,25200
M1,C07,2025-11-04T07:37:26+00:00,2025-11-05T04:22:26+00:00,74700
M1,C07,2025-11-05T04:22:26+00:00,2025-11-05T05:37:26+00:00,4500
M1,C07,2025-11-05T05:37:26+00:00,2025-11-05T06:07:26+00:00,1800
M1,C07,2025-11-05T06:07:26+00:00,2025-11-05T08:07:26+00:00,7200
M1,C07,2025-11-05T08:07:26+00:00,2025-11-06T05:07:26+00:00,75600
M1,C07,2025-11-06T05:07:26+00:00,2025-11-06T05:37:26+00:00,1800
M1,C07,2025-11-06T05:37:26+00:00,2025-11-06T13:37:26+00:00,28800
M1,C07,2025-11-06T13:37:26+00:00,2025-11-06T14:22:26+00:00,2700
M1,C07,2025-11-06T14:22:26+00:00,2025-11-06T15:07:26+00:00,2700
M1,C07,2025-11-06T15:07:26+00:00,2025-11-06T23:52:26+00:00,31500
M1,C07,2025-11-06T23:52:26+00:00,2025-11-07T00:22:26+00:00,1800
M1,C07,2025-11-07T00:22:26+00:00,2025-11-07T04:37:26+00:00,15300
M1,C07,2025-11-07T04:37:26+00:00,2025-11-08T02:22:26+00:00,78300
M1,C07,2025-11-08T02:22:26+00:00,2025-11-08T06:52:26+00:00,16200
M1,C07,2025-11-08T06:52:26+00:00,2025-11-08T08:22:26+00:00,5400
M1,C07,2025-11-08T08:22:26+00:00,2025-11-09T01:07:26+00:00,60300
M1,C07,2025-11-09T01:07:26+00:00,2025-11-09T04:07:26+00:00,10800
M1,C07,2025-11-09T04:07:26+00:00,2025-11-09T05:07:26+00:00,3600
M1,C07,2025-11-09T05:07:26+00:00,2025-11-09T05:37:26+00:00,1800
M1,C07,2025-11-09T05:37:26+00:00,2025-11-09T10:07:27+00:00,16201
M1,C07,2025-11-09T10:22:27+00:00,2025-11-09T11:07:27+00:00,2700
M1,C07,2025-11-09T11:07:27+00:00,2025-11-09T16:37:27+00:00,19800
M1,C07,2025-11-09T16:37:27+00:00,2025-11-10T05:07:27+00:00,45000
M1,C07,2025-11-10T05:07:27+00:00,2025-11-11T05:22:24+00:00,87297
M1,C07,2025-11-11T05:22:24+00:00,2025-11-11T06:07:24+00:00,2700
M1,C07,2025-11-11T06:07:24+00:00,2025-11-11T15:52:25+00:00,35101
M1,C07,2025-11-11T15:52:25+00:00,2025-11-12T03:52:25+00:00,43200
M1,C07,2025-11-12T03:52:25+00:00,2025-11-12T07:07:25+00:00,11700
M1,C07,2025-11-12T07:07:25+00:00,2025-11-13T03:07:25+00:00,72000
M1,C07,2025-11-13T03:07:25+00:00,2025-11-13T07:07:25+00:00,14400
M1,C07,2025-11-13T07:07:25+00:00,2025-11-14T07:07:25+00:00,86400
M1,C07,2025-11-14T07:07:25+00:00,2025-11-14T12:52:25+00:00,20700
M1,C07,2025-11-14T12:52:25+00:00,2025-11-15T23:07:25+00:00,123300
M1,C07,2025-11-15T23:07:25+00:00,2025-11-16T05:22:25+00:00,22500
M1,C07,2025-11-16T05:22:25+00:00,2025-11-16T06:22:25+00:00,3600
M1,C07,2025-11-16T06:22:25+00:00,2025-11-16T11:07:25+00:00,17100
M1,C07,2025-11-16T11:07:25+00:00,2025-11-16T23:37:25+00:00,45000
M1,C07,2025-11-16T23:37:25+00:00,2025-11-17T11:22:26+00:00,42301
M1,C07,2025-11-17T11:22:26+00:00,2025-11-17T14:37:26+00:00,11700
M1,C07,2025-11-17T14:37:26+00:00,2025-11-17T19:52:26+00:00,18900
M1,C07,2025-11-17T19:52:26+00:00,2025-11-17T21:37:26+00:00,6300
M1,C07,2025-11-17T21:52:26+00:00,2025-11-18T06:52:26+00:00,32400
M1,C07,2025-11-18T06:52:26+00:00,2025-11-18T12:37:26+00:00,20700
M1,C07,2025-11-18T12:37:26+00:00,2025-11-18T21:07:26+00:00,30600
M1,C07,2025-11-18T21:07:26+00:00,2025-11-18T21:37:26+00:00,1800
M1,C07,2025-11-18T21:37:26+00:00,2025-11-19T10:22:26+00:00,45900
M1,C07,2025-11-19T10:22:26+00:00,2025-11-19T11:07:26+00:00,2700
M1,C07,2025-11-19T11:07:26+00:00,2025-11-19T18:37:26+00:00,27000
M1,C07,2025-11-19T18:37:26+00:00,2025-11-20T02:52:26+00:00,29700
M1,C07,2025-11-20T02:52:26+00:00,2025-11-20T15:06:26+00:00,44040
M1,C07,2025-11-20T15:06:26+00:00,2025-11-20T21:24:26+00:00,22680
M1,C07,2025-11-20T21:37:26+00:00,2025-11-21T00:37:26+00:00,10800
M1,C07,2025-11-21T00:37:26+00:00,2025-11-21T09:52:26+00:00,33300
M1,C07,2025-11-21T09:52:26+00:00,2025-11-21T11:22:26+00:00,5400
M1,C07,2025-11-21T11:22:26+00:00,2025-11-21T12:37:26+00:00,4500
M1,C07,2025-11-21T12:37:26+00:00,2025-11-21T18:52:26+00:00,22500
M1,C07,2025-11-21T18:52:26+00:00,2025-11-21T22:07:26+00:00,11700
M1,C07,2025-11-21T22:07:26+00:00,2025-11-22T06:22:26+00:00,29700
M1,C07,2025-11-22T06:22:26+00:00,2025-11-22T08:07:26+00:00,6300
M1,C07,2025-11-22T08:07:26+00:00,2025-11-22T09:22:26+00:00,4500
M1,C07,2025-11-22T09:22:26+00:00,2025-11-22T21:52:26+00:00,45000
M1,C07,2025-11-22T22:22:26+00:00,2025-11-23T04:37:26+00:00,22500
M1,C07,2025-11-23T04:37:26+00:00,2025-11-23T09:07:26+00:00,16200
M1,C07,2025-11-23T09:07:26+00:00,2025-11-23T12:37:27+00:00,12601
M1,C07,2025-11-23T12:37:27+00:00,2025-11-23T17:37:27+00:00,18000
M1,C07,2025-11-23T17:37:27+00:00,2025-11-23T23:22:27+00:00,20700
M1,C07,2025-11-23T23:22:27+00:00,2025-11-24T04:52:27+00:00,19800
M1,C07,2025-11-24T04:52:27+00:00,2025-11-24T13:52:27+00:00,32400
M1,C07,2025-11-24T13:52:27+00:00,2025-11-24T14:22:27+00:00,1800
M1,C07,2025-11-24T14:22:27+00:00,2025-11-25T00:22:24+00:00,35997
M1,C07,2025-11-25T00:22:24+00:00,2025-11-25T08:07:24+00:00,27900
M1,C07,2025-11-25T08:07:24+00:00,2025-11-25T08:37:24+00:00,1800
M1,C07,2025-11-25T08:37:24+00:00,2025-11-25T11:22:25+00:00,9901
M1,C07,2025-11-25T11:22:25+00:00,2025-11-25T17:37:25+00:00,22500
M1,C07,2025-11-25T17:37:25+00:00,2025-11-26T02:52:25+00:00,33300
M1,C07,2025-11-26T02:52:25+00:00,2025-11-26T11:22:25+00:00,30600
M1,C07,2025-11-26T11:22:25+00:00,2025-11-26T21:22:25+00:00,36000
M1,C07,2025-11-26T21:22:25+00:00,2025-11-27T18:07:25+00:00,74700
M1,C07,2025-11-27T18:07:25+00:00,2025-11-27T23:07:25+00:00,18000
M1,C07,2025-11-27T23:07:25+00:00,2025-11-28T11:07:25+00:00,43200
M1,C07,2025-11-28T11:07:25+00:00,2025-11-28T22:52:25+00:00,42300
M1,C07,2025-11-28T22:52:25+00:00,2025-11-29T03:07:25+00:00,15300
M1,C07,2025-11-29T03:22:25+00:00,2025-11-29T10:07:25+00:00,24300
M1,C07,2025-11-29T10:07:25+00:00,2025-11-29T16:22:25+00:00,22500
M1,C07,2025-11-29T16:22:25+00:00,2025-11-30T11:07:25+00:00,67500
M1,C07,2025-11-30T11:07:25+00:00,2025-11-30T13:37:25+00:00,9000
M1,C07,2025-11-30T13:37:25+00:00,2025-11-30T14:07:25+00:00,1800
M1,C07,2025-11-30T14:07:25+00:00,2025-11-30T16:07:25+00:00,7200
M1,C07,2025-11-30T16:07:25+00:00,2025-11-30T17:37:25+00:00,5400
M1,C07,2025-11-30T17:37:25+00:00,2025-11-30T19:37:25+00:00,7200
M1,C07,2025-11-30T19:37:25+00:00,2025-12-01T11:37:26+00:00,57601
M1,C07,2025-12-01T11:37:26+00:00,2025-12-01T15:52:26+00:00,15300
M1,C07,2025-12-01T15:52:26+00:00,2025-12-01T19:52:26+00:00,14400
M1,C07,2025-12-01T19:52:26+00:00,2025-12-02T03:07:26+00:00,26100
M1,C07,2025-12-02T03:07:26+00:00,2025-12-02T14:06:26+00:00,39540
M1,C07,2025-12-02T14:06:26+00:00,2025-12-02T20:24:26+00:00,22680
M1,C07,2025-12-02T20:24:26+00:00,2025-12-03T01:22:26+00:00,17880
M1,C07,2025-12-03T01:22:26+00:00,2025-12-03T05:07:26+00:00,13500
M1,C07,2025-12-03T05:07:26+00:00,2025-12-03T05:52:26+00:00,2700
M1,C07,2025-12-03T05:52:26+00:00,2025-12-03T14:24:26+00:00,30720
M1,C07,2025-12-03T14:24:26+00:00,2025-12-03T17:24:26+00:00,10800
M1,C07,2025-12-03T17:24:26+00:00,2025-12-03T17:54:26+00:00,1800
M1,C07,2025-12-03T17:54:26+00:00,2025-12-03T21:22:26+00:00,12480
M1,C07,2025-12-03T21:22:26+00:00,2025-12-04T14:07:26+00:00,60300
M1,C07,2025-12-04T14:07:26+00:00,2025-12-04T17:07:26+00:00,10800
M1,C07,2025-12-04T17:07:26+00:00,2025-12-05T03:07:26+00:00,36000
M1,C07,2025-12-05T03:07:26+00:00,2025-12-05T06:52:26+00:00,13500
M1,C07,2025-12-05T06:52:26+00:00,2025-12-05T12:52:26+00:00,21600
M1,C07,2025-12-05T12:52:26+00:00,2025-12-06T04:22:26+00:00,55800
M1,C07,2025-12-06T04:22:26+00:00,2025-12-06T06:52:26+00:00,9000
M1,C07,2025-12-06T06:52:26+00:00,2025-12-06T12:37:26+00:00,20700
M1,C07,2025-12-06T12:37:26+00:00,2025-12-06T13:37:26+00:00,3600
M1,C07,2025-12-06T13:37:26+00:00,2025-12-06T14:22:26+00:00,2700
M1,C07,2025-12-06T14:22:26+00:00,2025-12-07T00:37:26+00:00,36900
M1,C07,2025-12-07T00:37:26+00:00,2025-12-07T03:52:26+00:00,11700
M1,C07,2025-12-07T03:52:26+00:00,2025-12-08T01:07:27+00:00,76501
M1,C07,2025-12-08T01:07:27+00:00,2025-12-08T15:37:27+00:00,52200
M1,C07,2025-12-08T15:37:27+00:00,2025-12-09T04:22:27+00:00,45900
M1,C07,2025-12-09T04:22:27+00:00,2025-12-09T13:54:27+00:00,34320
M1,C07,2025-12-09T13:54:27+00:00,2025-12-10T03:07:24+00:00,47577
M1,C07,2025-12-10T03:07:24+00:00,2025-12-10T03:52:24+00:00,2700
M1,C07,2025-12-10T03:52:24+00:00,2025-12-11T03:22:25+00:00,84601
M1,C07,2025-12-11T03:22:25+00:00,2025-12-11T11:37:25+00:00,29700
M1,C07,2025-12-11T11:37:25+00:00,2025-12-11T13:37:25+00:00,7200
M1,C07,2025-12-11T13:52:25+00:00,2025-12-12T09:07:25+00:00,69300
M1,C07,2025-12-12T09:22:25+00:00,2025-12-13T01:37:25+00:00,58500
M1,C07,2025-12-13T01:37:25+00:00,2025-12-13T14:52:25+00:00,47700
M1,C07,2025-12-13T15:07:25+00:00,2025-12-13T16:07:25+00:00,3600
M1,C07,2025-12-13T16:07:25+00:00,2025-12-13T23:52:25+00:00,27900
M1,C07,2025-12-13T23:52:25+00:00,2025-12-14T04:07:25+00:00,15300
M1,C07,2025-12-14T04:07:25+00:00,2025-12-14T14:52:25+00:00,38700
M1,C07,2025-12-14T14:52:25+00:00,2025-12-14T15:22:25+00:00,1800
M1,C07,2025-12-14T15:22:25+00:00,2025-12-15T17:07:25+00:00,92700
M1,C07,2025-12-15T17:07:25+00:00,2025-12-16T02:22:25+00:00,33300
M1,C07,2025-12-16T02:22:25+00:00,2025-12-16T07:07:25+00:00,17100
M1,C07,2025-12-16T07:07:25+00:00,2025-12-16T15:00:28+00:00,28383
M1,C07,2025-12-16T15:00:28+00:00,2025-12-17T00:37:26+00:00,34618
M1,C07,2025-12-17T00:37:26+00:00,2025-12-17T04:52:26+00:00,15300
M1,C07,2025-12-17T04:52:26+00:00,2025-12-17T12:07:26+00:00,26100
M1,C07,2025-12-17T12:07:26+00:00,2025-12-17T16:22:26+00:00,15300
M1,C07,2025-12-17T16:22:26+00:00,2025-12-17T17:37:26+00:00,4500
M1,C07,2025-12-17T17:37:26+00:00,2025-12-18T07:37:26+00:00,50400
M1,C07,2025-12-18T07:37:26+00:00,2025-12-18T10:07:26+00:00,9000
M1,C07,2025-12-18T10:07:26+00:00,2025-12-18T11:22:26+00:00,4500
M1,C07,2025-12-18T11:22:26+00:00,2025-12-19T06:07:26+00:00,67500
M1,C07,2025-12-19T06:07:26+00:00,2025-12-19T15:52:26+00:00,35100
M1,C07,2025-12-19T15:52:26+00:00,2025-12-20T00:37:26+00:00,31500
M1,C07,2025-12-20T00:37:26+00:00,2025-12-20T14:37:26+00:00,50400
M1,C07,2025-12-20T14:37:26+00:00,2025-12-20T19:52:26+00:00,18900
M1,C07,2025-12-20T19:52:26+00:00,2025-12-21T07:07:26+00:00,40500
M1,C07,2025-12-21T07:07:26+00:00,2025-12-21T15:37:26+00:00,30600
M1,C07,2025-12-21T15:37:26+00:00,2025-12-22T05:37:26+00:00,50400
M1,C07,2025-12-22T05:37:26+00:00,2025-12-22T14:22:27+00:00,31501
M1,C07,2025-12-22T14:22:27+00:00,2025-12-22T20:52:24+00:00,23397
M1,C07,2025-12-22T20:52:24+00:00,2025-12-23T04:52:24+00:00,28800
M1,C07,2025-12-23T04:52:24+00:00,2025-12-23T21:52:25+00:00,61201
M1,C07,2025-12-23T21:52:25+00:00,2025-12-24T00:22:25+00:00,9000
M1,C07,2025-12-24T00:22:25+00:00,2025-12-24T07:22:25+00:00,25200
M1,C07,2025-12-24T07:22:25+00:00,2025-12-24T14:22:25+00:00,25200
M1,C07,2025-12-24T14:52:25+00:00,2025-12-24T16:37:25+00:00,6300
M1,C07,2025-12-24T16:37:25+00:00,2025-12-25T15:52:25+00:00,83700
M1,C07,2025-12-25T15:52:25+00:00,2025-12-26T00:52:25+00:00,32400
M1,C07,2025-12-26T00:52:25+00:00,2025-12-26T05:07:25+00:00,15300
M1,C07,2025-12-26T05:07:25+00:00,2025-12-26T07:52:25+00:00,9900
M1,C07,2025-12-26T07:52:25+00:00,2025-12-26T17:07:25+00:00,33300
M1,C07,2025-12-26T17:07:25+00:00,2025-12-27T13:07:25+00:00,72000
M1,C07,2025-12-27T13:07:25+00:00,2025-12-28T13:07:25+00:00,86400
M1,C07,2025-12-28T13:07:25+00:00,2025-12-28T14:07:25+00:00,3600
M1,C07,2025-12-28T14:07:25+00:00,2025-12-28T15:52:25+00:00,6300
M1,C07,2025-12-28T15:52:25+00:00,2025-12-29T07:07:25+00:00,54900
M1,C07,2025-12-29T07:07:25+00:00,2025-12-29T13:07:26+00:00,21601
M1,C07,2025-12-29T13:07:26+00:00,2025-12-29T17:07:26+00:00,14400
M1,C07,2025-12-29T17:07:26+00:00,2025-12-30T07:37:26+00:00,52200
M1,C07,2025-12-30T07:37:26+00:00,2025-12-30T14:52:26+00:00,26100
M1,C07,2025-12-30T14:52:26+00:00,2026-01-01T04:22:26+00:00,135000
M1,C07,2026-01-01T04:22:26+00:00,2026-01-01T15:07:26+00:00,38700
M1,C07,2026-01-01T15:07:26+00:00,2026-01-01T16:37:26+00:00,5400
M1,C07,2026-01-01T16:37:26+00:00,2026-01-02T12:07:26+00:00,70200
M1,C07,2026-01-02T12:07:26+00:00,2026-01-03T13:52:26+00:00,92700
M1,C07,2026-01-03T13:52:26+00:00,2026-01-04T00:52:26+00:00,39600
M1,C07,2026-01-04T00:52:26+00:00,2026-01-04T12:07:27+00:00,40501
M1,C07,2026-01-04T12:07:27+00:00,2026-01-05T10:07:27+00:00,79200
M1,C07,2026-01-05T10:07:27+00:00,2026-01-05T14:06:27+00:00,14340
M1,C07,2026-01-05T14:06:27+00:00,2026-01-07T05:37:25+00:00,142258
M1,C07,2026-01-07T05:37:25+00:00,2026-01-07T14:07:25+00:00,30600
M1,C07,2026-01-07T14:22:25+00:00,2026-01-07T20:52:25+00:00,23400
M1,C07,2026-01-07T20:52:25+00:00,2026-01-07T23:37:25+00:00,9900
M1,C07,2026-01-07T23:37:25+00:00,2026-01-08T13:07:25+00:00,48600
M1,C07,2026-01-08T13:07:25+00:00,2026-01-08T17:07:25+00:00,14400
M1,C07,2026-01-08T17:07:25+00:00,2026-01-09T03:52:25+00:00,38700
M1,C07,2026-01-09T03:52:25+00:00,2026-01-09T04:52:25+00:00,3600
M1,C07,2026-01-09T04:52:25+00:00,2026-01-09T11:37:25+00:00,24300
M1,C07,2026-01-09T11:37:25+00:00,2026-01-10T00:37:25+00:00,46800
M1,C07,2026-01-10T00:37:25+00:00,2026-01-11T12:37:25+00:00,129600
M1,C07,2026-01-11T12:37:25+00:00,2026-01-11T16:37:25+00:00,14400
M1,C07,2026-01-11T16:37:25+00:00,2026-01-12T12:07:26+00:00,70201
M1,C07,2026-01-12T12:07:26+00:00,2026-01-12T13:22:26+00:00,4500
M1,C07,2026-01-12T13:22:26+00:00,2026-01-12T14:07:26+00:00,2700
M1,C07,2026-01-12T14:07:26+00:00,2026-01-13T16:37:26+00:00,95400
M1,C07,2026-01-13T16:37:26+00:00,2026-01-14T06:07:26+00:00,48600
M1,C07,2026-01-14T06:07:26+00:00,2026-01-14T08:37:26+00:00,9000
M1,C07,2026-01-14T08:37:26+00:00,2026-01-14T12:52:26+00:00,15300
M1,C07,2026-01-14T12:52:26+00:00,2026-01-14T13:52:26+00:00,3600
M1,C07,2026-01-14T13:52:26+00:00,2026-01-15T04:52:26+00:00,54000
M1,C07,2026-01-15T04:52:26+00:00,2026-01-15T11:52:26+00:00,25200
M1,C07,2026-01-15T11:52:26+00:00,2026-01-15T12:37:26+00:00,2700
M1,C07,2026-01-15T12:37:26+00:00,2026-01-15T13:07:26+00:00,1800
M1,C07,2026-01-15T13:07:26+00:00,2026-01-15T15:07:26+00:00,7200
M1,C07,2026-01-15T15:07:26+00:00,2026-01-16T14:52:26+00:00,85500
M1,C07,2026-01-16T14:52:26+00:00,2026-01-16T15:37:26+00:00,2700
M1,C07,2026-01-16T15:37:26+00:00,2026-01-16T17:07:26+00:00,5400
M1,C07,2026-01-16T17:07:26+00:00,2026-01-17T10:22:26+00:00,62100
M1,C07,2026-01-17T10:22:26+00:00,2026-01-17T10:52:26+00:00,1800
M1,C07,2026-01-17T10:52:26+00:00,2026-01-19T05:07:27+00:00,152101
M1,C07,2026-01-19T05:07:27+00:00,2026-01-19T13:22:27+00:00,29700
M1,C07,2026-01-19T13:22:27+00:00,2026-01-20T08:52:25+00:00,70198
M1,C07,2026-01-20T08:52:25+00:00,2026-01-20T13:37:25+00:00,17100
M1,C07,2026-01-20T13:37:25+00:00,2026-01-21T04:37:25+00:00,54000
